Id;Classe;BreedId;Nom;gfxId;StatsPlates;EffetsScripts;EffetsEtats;EffetsConditionnels;DescEN
8158;SADIDA;10;Chaîne de la nature;7193;{"WILLPOWER":20};oui;non;non;The Sadida gains Force of Will but also loses an MP each time they apply an MP reduction.
5049;SACRIEUR;11;Traînée de sang;5101;;oui;non;non;The Sacrier boosts their Lock and Dodge each time they inflict a flame return on themself. However, the flame returns are greater.
5050;SACRIEUR;11;Placidité;5050;;oui;non;non;As long as the Sacrier hasn't used MP to move, they heal themself using movement spells.
5051;SACRIEUR;11;Sang tatoué;5051;;oui;oui;non;The Sacrier gains HP but loses Range, focusing on melee combat.
5052;SACRIEUR;11;Refus de la mort;845;;non;oui;non;When the Sacrier is mortally wounded, they gain resistance and a large amount of Armor. However, they won't be able to go above 20% max HP for a full turn.
5053;SACRIEUR;11;Pacte de sang;877;;oui;non;non;The Sacrier's max HP is reduced, but they gain Armor if they drop below 20% max HP and then if they go above 40% max HP afterward.
5054;SACRIEUR;11;Transcendance;5194;;non;non;non;In exchange for one WP, the Sacrier can greatly increase their Dodge or Lock using their punishments.
5192;SACRIEUR;11;Mobilité;5192;;oui;oui;non;The Sacrier can move their targets and themself more easily, but it costs their ability to keep opponents next to them.
5193;SACRIEUR;11;Libation;5193;;non;oui;non;The Sacrier loses their natural WP regeneration. However, they gain it by inflicting Flame Returns on themself.
5194;SACRIEUR;11;Veines de Wakfu;7208;;oui;non;oui;The Sacrier replaces the WP cost of their movement spells with an AP cost. If the Sacrier uses a spell to move an enemy, the enemy will suffer direct damage. However, if the Sacrier uses a spell to move themself, they suffer a flame return.
5195;SACRIEUR;11;Fracasseur;5195;;oui;non;non;This passive gives the Sacrier more control over their HP. When the Sacrier inflicts damage on a target, they steal some if the target's % of HP is higher than the Sacrier's. If the Sacrier's % of HP is higher than their target's, the Sacrier inflicts a flame return on themself.
7213;SACRIEUR;11;Circulation sanguine;7213;;oui;non;non;The Sacrier's healing is significantly less reduced by resistance to healing, but the armor the Sacrier receives is reduced.
7214;SACRIEUR;11;Jeu dangereux;7214;;oui;non;non;This passive makes it much easier for the Sacrier to get out of a sticky situation when their HP is very low. However, they are harder to heal when their current HP are high.
7215;SACRIEUR;11;Vision;7215;;oui;non;non;This passive increases the range of the Sacrier's movement spells. In exchange, Armor gains are reduced by half if the Sacrier is not adjacent to another fighter.
7216;SACRIEUR;11;Armure brûlante;7216;;oui;non;non;The Sacrier turns their flame returns into Armor. However, if they have Armor left when their turn starts, they suffer it as damage.
7217;SACRIEUR;11;Pacte de Wakfu;7207;;oui;oui;non;The Sacrier gains HP but suffers a flame return each time they use WP.
7218;SACRIEUR;11;Coeur de Sacrieur;7218;;non;non;non;Under the influence of Bold Punishment, the Sacrier's melee mastery and distance mastery are added together to increase their damage and versatility, in exchange for their range.
7219;SACRIEUR;11;Mal des transports;7219;;oui;non;non;Targets moved by the Sacrier lose MP. If the Sacrier uses a spell to move themself, they also lose MP.
7220;SACRIEUR;11;Pilier;880;;oui;non;non;Makes the Sacrier less mobile but grants HP regeneration capabilities and a resistance bonus when the Sacrier is adjacent to their enemies.
7224;SACRIEUR;11;Immolation;7224;;oui;oui;non;The Sacrier catches fire if they end their turn adjacent to an enemy. If no enemies are adjacent to the Sacrier when they start a turn, the Sacrier suffers a flame return equivalent to Flaming.
7830;SACRIEUR;11;Exécuteur;5054;;oui;non;non;This passive increases the range of the Sacrier's movement spells. In exchange, healing received is reduced by half if the Sacrier is adjacent to another fighter.
4722;PANDAWA;12;Cocktail;7987;;oui;non;non;The Pandawa's mastery of Cocktail mixology means they can improve healing in exchange for damage. The spells Flaming Burp and Bubble Trouble now heal allies.
4723;PANDAWA;12;Maître de l'Ivresse;2212;;oui;non;oui;Master of his own Merriment, the Pandawa earns temporary bonuses for each change of state. The Pandawa regenerates Wakfu and Health Points by consuming Dizzy from targets using appropriate spells.
4724;PANDAWA;12;Tonneau sans Fond;2213;;oui;oui;non;Bottomless Barrel increases the Barrel's capacity. The Pandawa instinctively takes the Barrel at the end of the turn and heals by drinking several liters.
4725;PANDAWA;12;Tonneau Agressif;2214;;oui;non;non;This passive can reduce the AP cost of the Chamrak spell when the Barrel is carried.
4726;PANDAWA;12;Instinct Laiteux;2211;;oui;oui;oui;Each time Dizzy is consumed from a target, the Pandawa's next spell gains increased damage. In addition, this passive puts all targets round the Barrel in the Dizzy state at the start of each of the Pandawa's turns.
5148;PANDAWA;12;Bambouteille;5148;;oui;non;non;The Pandawa gains a bonus that increases Dodge or Lock depending on whether they are Merry or Worn-Out. This passive also reduces the cost of Ether.
5149;PANDAWA;12;Cyanose;5149;;oui;non;non;With intimate knowledge of Bamboo Milk, the Pandawa can poison enemies using a recipe handed down from Pandawa to Pandawa over countless generations. But with taking such risks, the Pandawa loses the ability to effectively heal allies.
5150;PANDAWA;12;Buvette;5150;;non;oui;oui;Party tonight, everyone grab a refreshment! At the start of Pandawa’s turn, all the allies around the Barrel gain Final Damage.
5151;PANDAWA;12;Pandémie;5151;;oui;non;non;A Pandawa that can handle his Barrel is a good Pandawa. That’s why, with this passive skill, Pandawa gains Robustness when carrying his Barrel.
6846;PANDAWA;12;Éméché;2215;;oui;non;non;This passive increases the Pandawa's ability to become dizzy to take advantage of better preparation effects. With a passive like this, the party's going to be wild!
6479;ROUBLARD;13;Roublaboom;5357;;non;non;non;Lets the Rogue strengthen that valuable tool, the Boombot. In addition to gaining AP and MP, it can target fighters other than the Rogue's own bombs, but it dies at the end of its turn.
6480;ROUBLARD;13;Grande évasion;6480;;non;non;non;If the Rogue uses Ruse to change modes, they switch places with the farthest bomb, within a radius of 6 cells, and then detonate it.
6481;ROUBLARD;13;Bomber Fan;4311;;non;non;non;The Rogue gains 1 AP when a bomb explodes, but their bombs only have a single health point.
6482;ROUBLARD;13;Artificier;6482;;non;non;non;Bombs evolve faster, but the Rogue can only place one of each element per turn.
6483;ROUBLARD;13;Tunique renforcée;1816;;oui;oui;oui;At the end of their turn, the Rogue uses bombs adjacent to them as a shield by absorbing their resistance.
6484;ROUBLARD;13;Démineur;7064;;oui;oui;non;The Rogue can no longer change modes with Ruse, but changes modes automatically when they run out of Powder.
6485;ROUBLARD;13;Lame rouillée;5123;;non;non;non;The Rogue's elemental spells in Runaway mode have fixed range, but generate Rusty Blades. These Rusty Blades are consumed in Sneaky mode to apply a stackable poison on a target.
6486;ROUBLARD;13;Maître des lames;5050;;oui;non;non;In Sneaky mode, the Rogue consumes their Powder to gain Armor.
6487;ROUBLARD;13;Mur de poudre;6933;;oui;oui;non;The Rogue can create Powder Walls by placing bombs in a line spaced less than 5 cells apart. The Powder Wall inflicts damage on all fighters who start their turn inside it.
6488;ROUBLARD;13;Fugitif;2334;;oui;non;non;At the start of their turn, the Rogue switches places with their closest bomb, up to 4 cells away, then stabilizes it.
7062;ROUBLARD;13;Tir surprise;2332;;non;non;non;The Rogue will inflict additional damage on their next elemental spell after changing modes. The connection is lost if the Rogue uses their MP to move. In exchange, Ruse can no longer be used to switch places with another fighter.
7063;ROUBLARD;13;Baril;4300;;non;non;non;The Rogue's Powder reserves are larger, but their bombs no longer evolve naturally.
7064;ROUBLARD;13;Dynamite;6485;;non;non;non;The Rogue can cast Dynamite on other fighters. If they cast it on an ally, they share the damage increase with that ally. Casting it on an enemy makes the enemy vulnerable to explosions.
7065;ROUBLARD;13;Explobombe;7065;;non;non;non;Bombs explode when they die. Talk about going out with a bang!
7090;ROUBLARD;13;Bombes élémentaires;7090;;non;oui;oui;The Rogue's bombs have additional effects. However, the bombs' maximum level is reduced.
7091;ROUBLARD;13;Maître Roublard;2339;;non;oui;non;At start of turn, the Rogue accumulates the "Rogue Master" state up to a maximum level of 5. Upon switching from Sneaky to Runaway, or from Runaway to Sneaky, the Rogue will gain additional bonuses depending on the mode. In exchange, the Ruse spell has a 2 turn cooldown.
7092;ROUBLARD;13;Jackpot;7092;;non;non;non;The Rogue switches places with the first bomb placed on their turn while in Sneaky mode, then switches places with it again at the end of the turn if the bomb is still on the field.
7982;ROUBLARD;13;Tacticien;2335;;non;non;non;The Rogue regains AP by moving their bombs, but the bombs lose 1 level after being moved. The Rogue can regain up to 6 AP per turn.
7983;ROUBLARD;13;Trainée de poudre;5192;;non;non;non;The Rogue gains MP by summoning bombs. In exchange, Ruse now has a line of sight.
7984;ROUBLARD;13;Bombes à retardement;7063;;oui;oui;oui;Instead of directly placing bombs, the Rogue places glyphs. At the start of the next turn, these glyphs turn into bombs if the cell is still free. The bombs summoned in this way level up directly.
7093;ZOBAL;14;Jeu de jambes;7093;;oui;oui;non;The Masqueraider gains mobility but loses resistance.
7094;ZOBAL;14;Bas les masques;3364;;oui;non;non;The Masqueraider regains 2 AP when they start wearing a mask different from the one they already have.
7095;ZOBAL;14;Poussées violentes;7095;;oui;non;non;"Dopu" was a famous Masqueraider specializing in collisions. He pushed his opponents around so much that they took pushback damage. An ancestral art that was thought to have been lost since the Dofus Era...
7096;ZOBAL;14;Art de la vengeance;7096;;oui;non;non;The Masqueraider gains melee damage based on their Lock.
7097;ZOBAL;14;Masque de vie;7097;;non;non;non;This passive gives the Masqueraider a health-stealing ability on targets they attack from the front.
7098;ZOBAL;14;Carnaval;3357;;non;oui;non;Masks do not consume WP but they have a shared recast time of 4 turns.
7099;ZOBAL;14;Armure unique;7099;{"RECEIVED_ARMOR_PERCENTAGE":100};non;non;non;This passive significantly strengthens the Armor given to a target that has none at all. Giving Armor in the right situation is an art.
7100;ZOBAL;14;Ancre;3363;;oui;non;non;The Masqueraider increases their Lock to keep opponents in close combat but loses mobility in exchange.
7101;ZOBAL;14;Brute;3356;;oui;non;non;The Masqueraider specializes in dealing damage, and inflicts more damage on their opponents. In exchange, their ability to give and receive Armor is reduced.
7102;ZOBAL;14;Protecteur reculé;5348;;oui;oui;non;With this passive, the amount of healing provided varies depending on the Masqueraider's recent actions. Heals increase if the Masqueraider didn't heal anyone on the previous turn, and decrease if they did heal someone on the previous turn.
7103;ZOBAL;14;Collisions de support;7103;;oui;oui;non;The Masqueraider increases their support potential through collisions. Add a dash of crash and smash!
7104;ZOBAL;14;Érosion;7104;;oui;oui;non;Changes the Psychopath Mask so that the Masqueraider's spells remove resistance from opponents, specifically from the direct target of the spell. The resistance is removed before the spell's effects (damage, etc.) are applied. In exchange, the Masqueraider's offensive ability is reduced.
7105;ZOBAL;14;Virevolte;7105;;oui;non;non;Increases damage from the side but reduces damage from the front.
7106;ZOBAL;14;Collisions régénérantes;7106;;oui;non;non;Collisions gain a healing effect. When you push one obstacle into another, the second one will receive the healing.
7107;ZOBAL;14;Miroirs;7107;;oui;non;non;The Masqueraider switches places with the direct target of a spell cast in melee. The Masqueraider cannot switch places if they are being carried or stabilized.
7108;ZOBAL;14;Au contact;5347;;non;oui;non;The Masqueraider increases their damage and resistance abilities if they stay adjacent to a fighter (allied or enemy). If they move away and finish their turn in an isolated position, they have a penalty instead.
7111;ZOBAL;14;Art de la fuite;7111;;oui;non;non;The Masqueraider gains ranged damage based on their Dodge.
7112;ZOBAL;14;Regard masqué;5359;{"MOVEMENT_POINT":1};non;non;non;The Masqueraider gains mobility, but can no longer cast any spells on adjacent cells.
7113;ZOBAL;14;Poussées d'entrave;7113;{"WILLPOWER":10};oui;non;non;Pushes that cause a collision remove MP instead of AP. Useful for Masqueraiders who want to reduce their opponents' mobility.
6271;OUGINAK;15;Terrier;6271;;oui;non;non;At end of turn, the Ouginak switches places with their Bow Wow. The Bow Wow then switches places with the Ouginak at the end of its turn.
6272;OUGINAK;15;Art Canin;6275;;oui;oui;oui;The Ouginak steals part of the indirect damage they inflict and converts it to armor. This is damage done outside of their turn, such as poisons. In exchange, their damage is reduced. The armor obtained with Canine Art is limited to 50% of the Ouginak's max HP per turn.
6273;OUGINAK;15;Maître Chien;6273;;non;non;non;The Bow Wow copies the Ouginak's actions. However, it can no longer cast spells.
6274;OUGINAK;15;Compagnon;6274;;non;non;non;The Bow Wow is more resistant and has more AP. In exchange, it can no longer dodge. When it dies, the Ouginak regains 2 WP.
6275;OUGINAK;15;Ardeur;7328;;non;oui;non;The Ouginak's mobility is reduced, but they gain lots of damage-dealing power if they can finish their turn adjacent to their Prey.
6276;OUGINAK;15;Epuisement;6276;;non;non;non;The Ouginak loses range, but their indirect damage increases. This is damage done outside of their turn, such as poisons.
6277;OUGINAK;15;Pillage;6277;{"RECEIVED_ARMOR_PERCENTAGE":30};oui;oui;non;The Ouginak sacrifices damage in order to improve their ability to take a hit. They gain HP and armor received. They also gain armor at the start of their turn if adjacent to prey.
6278;OUGINAK;15;Crocs Futés;6278;{"BLOCK_PERCENTAGE":20};non;non;non;The Ouginak gains Block to become more resistant. When it transforms into a Were-Ouginak, it converts its Block into Critical Hits to go on the attack.
6279;OUGINAK;15;Flair;6279;;non;non;non;The Ouginak's Prey are poisoned and take damage every turn.
6280;OUGINAK;15;Marchandage;6280;;non;non;non;The Ouginak gains resistance based on its Fury when it transforms into a Were-Ouginak. In exchange, it loses Fury at start of turn.
6281;OUGINAK;15;Pistage;5103;{"MOVEMENT_POINT":1};oui;non;non;The Ouginak is more effective when attacking its targets from behind. To get there more easily, it gains mobility.
6282;OUGINAK;15;Force sage;7185;;oui;oui;non;MP removals are replaced by application of indirect damage on the target.
7553;OUGINAK;15;Acharné;7193;{"WILLPOWER":20};oui;non;oui;The Ouginak gains force of will to bind targets more easily. The Ouginak gains Fury each time they remove MP. In exchange, they lose damage inflicted.
7554;OUGINAK;15;Chasse ouverte;7554;;non;non;non;The Ouginak gains Fury and damage upon attacking its Prey, but its maximum Fury decreases.
7555;OUGINAK;15;Digestion;6272;;oui;oui;non;The Ouginak gains Fury and heals themself when they do indirect damage this is damage done outside of their turn, such as poisons. In exchange, they sacrifice some of their damage.
7556;OUGINAK;15;Énergie Canine;7343;{"WAKFU_POINT":3};non;non;non;The Ouginak has more max WP, but their damage bonus in Were-Ouginak form is reduced.
7557;OUGINAK;15;Fureur;7557;;oui;non;non;The Ouginak has greater maximum Fury. In exchange, their max WP decreases.
7558;OUGINAK;15;Traqueur Canin;7558;;non;oui;oui;The Ouginak converts damage into resistance when it ends its turn in contact with Prey.
7596;OUGINAK;15;Canin'Os;7596;;oui;non;non;The Ouginak gains lock. When it transforms into a Were-Ouginak, its lock is converted to dodge.
6925;STEAMER;16;Modérateur d'énergie;6931;;non;oui;non;The Foggernaut gains an MP and Range bonus at start of their turn if they are at full WP.
6926;STEAMER;16;Routes sinueuses;2817;;non;non;non;The Foggernaut can place more microbots each turn. In exchange, the maximum length of rails (between two microbots) decreases.
6927;STEAMER;16;Versatilité;4689;;oui;oui;oui;The Foggernaut gains end-of-turn bonuses based on their positioning.
6928;STEAMER;16;Blindage renforcé;6691;;non;non;non;The turret is more resistant to damage. In exchange, the Foggernaut can only place it at a range of up to 3 cells max, rather than 6.
6929;STEAMER;16;Stratégie robotique;5462;;non;non;non;The Foggernaut steals HP when their Turret inflicts damage, in exchange for part of their indirect damage.
6930;STEAMER;16;Technologie de transports;6930;;non;non;non;Microbot cost decreases. In exchange, the maximum range is reduced to 3.
6931;STEAMER;16;Assistance tellurique;2816;;oui;oui;oui;The Foggernaut summons blocks when casting an Earth spell on an empty cell. These blocks protect nearby allies. Blocks' protection zones cannot overlap.
6932;STEAMER;16;Substitution mécanique;5461;;oui;oui;non;The turret applies additional effects when the Foggernaut casts an Earth or Water spell on it. The first time an effect is triggered during the turn, the Foggernaut recovers AP. In exchange, summoning or upgrading the Turret costs 1 WP.
6933;STEAMER;16;Patience;6939;;oui;oui;non;The Foggernaut instantly gains 2 non-regenerable Stasis points (SP) on reaching their maximum SP. They can therefore temporarily exceed their maximum SP. In exchange, their max WP decreases at the start of the fight.
6934;STEAMER;16;Alliage léger;2819;;non;non;non;Reduces the Foggernaut's movement ability while increasing their positioning ability with their rails.
6935;STEAMER;16;Inversion d'énergie;4300;;non;non;non;The Foggernaut inverts their Wakfu Point and Stasis Point regeneration. They now naturally recover 1 SP at end of turn, and their Turret regenerates WP for them.
6936;STEAMER;16;Revêtement à toute épreuve;7344;;oui;non;non;The Foggernaut gains HP. In exchange, Fogginator inflicts heavy damage on them at end of turn.
6937;STEAMER;16;Activation;5456;;non;non;non;The Foggernaut can use the Turret spell on targets. The effect depends on the Turret's active element. If it is Fire, the Turret deals damage to the target. If it is Water, it switches places with the target. If it is Earth, it applies Armor to the target. The effects are boosted if the spell gets a critical hit.
6938;STEAMER;16;Exécution immédiate;6925;;oui;non;non;The Foggernaut's Turret is no longer automatically triggered at end of turn. Instead, the Foggernaut can trigger it manually.
6939;STEAMER;16;Protection stasifiée;2820;;non;non;non;Leftover SP (after the first one) generated by the Turret are converted into Armor.
6940;STEAMER;16;Roues chaudes;6933;;non;oui;oui;The Foggernaut's rails inflict damage on enemies who start or end their turn on them, but Microbots cost 1 SP.
6941;STEAMER;16;Conquête sereine;5245;{"BLOCK_PERCENTAGE":50};non;non;non;The Foggernaut gains an increased Block chance. In exchange, they lose max SP at the start of the fight.
6942;STEAMER;16;Tacticien;5351;;non;non;non;The turret gains additional effects at the expense of its damage.
6943;STEAMER;16;Mécanique avancée;7181;;oui;non;non;The Foggernaut can summon two turrets in exchange for some of their direct damage inflicted.
7810;STEAMER;16;Déploiement tactique;7107;;oui;non;non;The Foggernaut can place their Turret without line of sight, but only in a straight line.
4686;ELIOTROPE;18;Rage;4686;;oui;oui;oui;The Eliotrope gains Celestial Gift instantly after casting the Celestial Portal spell. However, the AP bonus from Celestial Gift maxes out at 1 time per turn.
4687;ELIOTROPE;18;Traquenard;4687;;non;non;non;Celestial Gift provides a very high damage bonus, but only if the target has its back to the Eliotrope.
4688;ELIOTROPE;18;Effervescence;7185;;non;non;non;This passive allows the Eliotrope to deal much greater damage with their next spell after changing modes. In exchange, the damage bonus from Calm lasts only one turn.
4689;ELIOTROPE;18;Intermédiaire;4689;;non;non;non;Celestial Portal no longer costs AP to cast, but Celestial Gift gives an MP bonus instead of an AP bonus.
4690;ELIOTROPE;18;Résilience;4690;;oui;non;non;The Eliotrope no longer recovers WP upon gaining Celestial Gift. Instead, they gain Armor to absorb incoming attacks.
5056;ELIOTROPE;18;Disciple du portail;5348;;oui;oui;non;This passive allows the Eliotrope to create a temporary portal under them when they cast the Exaltation spell. The portal can exceed the limit of 4, but it cannot be moved and will disappear at the end of the turn. In exchange, the Eliotrope can no longer use the Portal spell until the end of their turn.
5131;ELIOTROPE;18;Transitoire;5352;;oui;oui;oui;If the Eliotrope or an ally goes through a Portal, they gain MP for the current turn. In exchange, they can no longer use portals to move until the following turn. This passive applies to all of the team's portals.
5132;ELIOTROPE;18;Réminiscence;5132;;oui;oui;non;The Eliotrope automatically changes modes at end of turn. Also, they can cast Exaltation on another ally from a distance.
5143;ELIOTROPE;18;Portail céleste;5143;;oui;non;non;The Eliotrope teleports to the closest portal at the start of the turn.
7202;ELIOTROPE;18;Interstellaire;5101;;oui;oui;oui;Allies that use one of the Eliotrope's portals more than 6 cells away are no longer affected by Long Teleportation, but the starting portal is destroyed. This passive applies to all of the team's portals.
7203;ELIOTROPE;18;Dimension blanche;5104;;oui;non;oui;Fighters around portals gain Critical Hits at the start of the Eliotrope's turn if the Eliotrope is in Calm mode, and lose Critical Hits if the Eliotrope is Exalted.
7204;ELIOTROPE;18;Quiétude;880;;oui;non;non;The Eliotrope regains AP (instead of gaining a damage inflicted bonus) when the Exaltation spell is cast.
7205;ELIOTROPE;18;Espace-temps;4688;;oui;oui;oui;Instead of lasting indefinitely, portals last for 2 turns. This passive applies to all of the team's portals.
7206;ELIOTROPE;18;Porta(i)l;7206;;non;non;non;The Eliotrope now has just two portals, but they can move them around more easily and at a greater distance. Also, their damage and heals performed through portals are increased.
7207;ELIOTROPE;18;Bouclier de la fin;7207;;oui;oui;oui;The Eliotrope must place their portals adjacent to a fighter. In return, allies who use their portals are healed and gain AP. This passive applies to all of the team's portals.
7208;ELIOTROPE;18;Épée du début;7208;;non;non;non;The Eliotrope can get Celestial Gift by casting spells on adjacent targets. In exchange, the maximum range of all of their spells is reduced.
7209;ELIOTROPE;18;Cicatrisation;5454;;oui;non;non;The Eliotrope is healed for part of their missing HP when ending their turn in Calm mode, in exchange for one WP. If they are on a portal, the healing is greater.
7210;ELIOTROPE;18;Concentration;7343;;non;non;non;Celestial Portal is more useful and can be cast multiple times per turn. In exchange, it is harder to cast.
7720;ELIOTROPE;18;Méditation;5131;;oui;non;non;The Eliotrope no longer gains damage by starting their turn in Calm mode, but gains MP and elemental resistance instead. Celestial Gift is also consumed if heals are performed, which then boosts healing.
7814;ELIOTROPE;18;Souffle de la déesse;6925;;oui;non;non;If the Eliotrope casts the Portal spell on an ally while standing on a portal, they switch places, but the caster does not place a new portal.
5579;HUPPERMAGE;19;Dynamo;5579;;oui;non;non;The Huppermage's Runes are ephemeral and will disappear at end of turn, allowing them to manage their runes differently.
5580;HUPPERMAGE;19;Initiative de l'âme;5132;;oui;non;oui;The Huppermage gains 2 AP for the current turn if the first spell they cast is Heart of Light.
5581;HUPPERMAGE;19;Distension Élémentaire;5347;;non;non;non;Elemental spells gain 2 Range when the Heart of the same element is active.
5582;HUPPERMAGE;19;Liaison Lumineuse;7107;;non;non;non;The Huppermage switches places with their Will-o'-the-Wisp when they summon it.
5583;HUPPERMAGE;19;Universalité;5583;;oui;non;oui;The Huppermage's knowledge allows them to convert their runes into bonuses at the end of the turn, in exchange for some of their Quadramental Breeze.
5584;HUPPERMAGE;19;Sauvegarde Runique;4300;;non;non;non;The Huppermage can save 3 runes onto their Will-o'-the-Wisp, provided they have exactly 1 rune. In return, the Will-o'-the-Wisp spell can only be used once per turn.
5585;HUPPERMAGE;19;Plénitude;5585;;non;non;non;With serene efficiency, you catalyze the power of the elements and release them in the form of energy to create spells with astonishing effects.
5586;HUPPERMAGE;19;Profusion Runique;5586;;oui;oui;oui;At the end of the turn, the Huppermage increases the abilities of their Light spells for the following turn based on the number of runes they have.
5587;HUPPERMAGE;19;Absorption Quadramentale;7193;{"WILLPOWER":20};oui;non;non;The Huppermage gains Force of Will to obstruct their opponents. They generate QB for each reduction (AP, MP, or Range) performed.
5588;HUPPERMAGE;19;Réfraction Élémentaire;5588;;non;non;non;The Huppermage sacrifices some of the Heart of Light's power so they can cast it several times on the same turn.
7797;HUPPERMAGE;19;Extension des sens;5584;;non;non;non;The Huppermage can regenerate QB under the effects of Heart of Light by meeting certain conditions, but the Heart lasts longer.
7798;HUPPERMAGE;19;Transcendance Runique;5587;;oui;non;non;The Huppermage doubles their QB regeneration when they have all their runes. Otherwise, their regeneration is halved.
7800;HUPPERMAGE;19;Combinaison Élémentaire;5348;;non;oui;oui;The Huppermage increases the abilities of their Light spells by creating elemental combinations.
7801;HUPPERMAGE;19;Pulsation;7191;;non;non;non;The Will-o'-the-Wisp attracts fighters when placed it repels them when consumed.
7802;HUPPERMAGE;19;Antithèse;5581;;oui;non;non;The Huppermage regenerates QB when generating Runes. However, elemental spells inflict less damage.
7803;HUPPERMAGE;19;Essor de l'âme;5454;;non;non;non;The Huppermage uses the Heart of Light to gain resistance in other elements.
7804;HUPPERMAGE;19;Altruisme de l'âme;5455;;oui;non;non;The Huppermage sacrifices the damage granted by Heart of Light to gain heals performed. This passive also allows them to recover Quadramental Breeze each time they heal an ally.
7805;HUPPERMAGE;19;Nouveau souffle;5582;;non;non;non;The Huppermage has better control of their Will-o'-the-Wisp. However, they can only place one at a time.
