Id;Nom;BreedId;MaxParTour;MaxParTourIncr;MaxParCible;Cooldown;wpCost
4680;Tourbillon;18;2;0;0;0;0
4683;Brèche temporaire;18;1;0;0;0;1
4684;Exode;18;2;0;0;0;1
4685;Incandescence;18;0;0;0;2;0
4686;Rage;18;0;0;0;0;0
4687;Traquenard;18;0;0;0;0;0
4688;Effervescence;18;0;0;0;0;0
4689;Intermédiaire;18;0;0;0;0;0
4690;Résilience;18;0;0;0;0;0
4691;Wakméha;18;0;0;2;0;0
4692;Pulsation;18;4;0;3;0;0
4693;Déluge;18;3;0;2;0;0
4694;Cataclysme;18;0;0;0;2;0
4695;Heurt;18;2;0;0;0;0
4697;Flux torrentiel;18;2;0;0;0;0
4698;Siphon;18;3;0;2;0;0
4699;Salve éthérée;18;3;0;2;0;0
4700;Tempête;18;2;0;0;0;0
4701;Lame déchaînée;18;0;0;1;0;0
5056;Disciple du portail;18;0;0;0;0;0
5131;Transitoire;18;0;0;0;0;0
5132;Réminiscence;18;0;0;0;0;0
5143;Portail céleste;18;0;0;0;0;0
7198;Empreinte de Wakfu;18;2;0;1;0;2
7199;Coalition;18;0;0;0;2;0
7200;Barrière;18;1;0;0;0;1
7202;Interstellaire;18;0;0;0;0;0
7203;Dimension blanche;18;0;0;0;0;0
7204;Quiétude;18;0;0;0;0;0
7205;Espace-temps;18;0;0;0;0;0
7206;Porta(i)l;18;0;0;0;0;0
7207;Bouclier de la fin;18;0;0;0;0;0
7208;Épée du début;18;0;0;0;0;0
7209;Cicatrisation;18;0;0;0;0;0
7210;Concentration;18;0;0;0;0;0
7720;Méditation;18;0;0;0;0;0
7814;Souffle de la déesse;18;0;0;0;0;0
5561;Résonance;19;3;0;0;0;0
5562;Flux d'énergie;19;3;0;0;0;0
5563;Lueur de l'aube;19;4;0;2;0;0
5564;Averse;19;4;0;2;0;0
5565;Débâcle;19;2;0;0;0;0
5566;Vestige;19;2;0;0;0;0
5567;Éboulement;19;3;0;2;0;0
5568;Feuillure;19;2;0;0;0;0
5569;Faille;19;3;0;2;0;0
5570;Papillons diurnes;19;4;0;3;0;0
5571;Disque luminescent;19;3;0;2;0;0
5572;Ombres dansantes;19;3;0;2;0;0
5575;Forteresse solaire;19;0;0;0;3;0
5576;Mur d'énergie;19;1;0;0;0;0
5577;Principio Valere;19;0;0;0;2;0
5579;Dynamo;19;0;0;0;0;0
5580;Initiative de l'âme;19;0;0;0;0;0
5581;Distension Élémentaire;19;0;0;0;0;0
5582;Liaison Lumineuse;19;0;0;0;0;0
5583;Universalité;19;0;0;0;0;0
5584;Sauvegarde Runique;19;0;0;0;0;0
5585;Plénitude;19;0;0;0;0;0
5586;Profusion Runique;19;0;0;0;0;0
5587;Absorption Quadramentale;19;0;0;0;0;0
5588;Réfraction Élémentaire;19;0;0;0;0;0
5590;Orbes luisants;19;3;0;2;0;0
5591;Rayon crépusculaire;19;0;0;2;0;0
5592;Halo Chatoyant;19;3;0;1;0;0
5593;Larmes scintillantes;19;3;0;2;0;0
5594;Flèche de lumière;19;0;0;0;2;0
5595;Épée de lumière;19;2;0;0;0;0
5596;Mirage;19;3;0;0;0;0
5597;Faisceau de lune;19;2;0;0;0;0
7754;Visio Imperum;19;0;0;0;2;0
7755;Surcharge runique;19;0;0;0;2;0
7797;Extension des sens;19;0;0;0;0;0
7798;Transcendance Runique;19;0;0;0;0;0
7800;Combinaison Élémentaire;19;0;0;0;0;0
7801;Pulsation;19;0;0;0;0;0
7802;Antithèse;19;0;0;0;0;0
7803;Essor de l'âme;19;0;0;0;0;0
7804;Altruisme de l'âme;19;0;0;0;0;0
7805;Nouveau souffle;19;0;0;0;0;0
7809;Runification;19;1;0;0;0;0
