Id;Classe;Nom;Element;CoutPA;PortMin;PortMax;Area;BaseDmg;CritDmg;LigneDeVue;iconId;EstPassif;DescEN
7991;ENIRIPSA;Super Lapino II;;;;;;0;0;oui;7344;oui;The Eniripsa now immediately summons the Super Coney, instead of waiting a turn. In exchange, the Coney spell now has a two-turn cooldown, and the Super Coney dies at the end of its turn.
7992;ENIRIPSA;Transgression;;;;;;0;0;oui;5245;oui;This passive increases the Eniripsa's resistance potential when under the effects of Unnatural Remedies. In exchange, their range decreases while in this mode.
7993;ENIRIPSA;Elixir de vent;;;;;;0;0;oui;959;oui;This passive increases the Eniripsa's Dodge when they accumulate Propagator. In addition, consuming Propagator on a target removes Lock from it. However, the Eniripsa's Lock drops to 0.
7994;ENIRIPSA;Apprenti alchimiste;;;;;;0;0;oui;2040;oui;When Propagator is triggered, the Eniripsa steals 1 MP from the target. In exchange, the Eniripsa's generation of Propagator is cut in half.
7995;ENIRIPSA;Secret de fabrication;;;;;;0;0;oui;877;oui;Propagator now applies its effects for a longer time: it lasts two turns.
7996;ENIRIPSA;Marque anbareul;;;;;;0;0;oui;5101;oui;Repulsion immediately triggers marks, but does not push the marked targets.
7997;ENIRIPSA;Paradoxe Contre-naturel;;;;;;0;0;oui;5055;oui;Heals performed in normal mode increase the Propagator level twice as much, but in exchange, heals performed with Unnatural Remedies no longer increase the Propagator level.
7998;ENIRIPSA;Ambivalence;;;;;;0;0;oui;525;oui;Unnatural Remedies can now be cast on a target other than the Eniripsa, triggering different effects.
2008;ENUTROF;Pelle du jugement;terre;2;1;3;monocible;65;82;oui;693;non;Inflicts Earth damage. If the Enutrof is in Drhellzerker form, the damage passes through Armor and ignores Block. Otherwise, the target loses Range.
2009;ENUTROF;Géologie avancée;;;;;;0;0;oui;2028;oui;The Excavation spell's range is no longer modifiable. In exchange, when the Enutrof moves a Mine, they recover 1 AP if they are in normal form and heal themself if they are in Drhellzerker form.
2010;ENUTROF;Pelle tueuse;terre;3;2;4;monocible;91;114;oui;2010;non;Pushes the target back in normal form and switches places in Drhellzerker form. Then, inflicts Earth damage.
2011;ENUTROF;Roulage de pelle;terre;3;1;1;monocible;121;152;oui;2011;non;Inflicts Earth damage. In normal form, this spell removes MP from the target. In Drhellzerker form, the Enutrof moves into close-combat range of the target before inflicting damage.
2012;ENUTROF;Pelle mêle;terre;4;1;4;monocible;121;152;oui;2012;non;Inflicts Earth damage. Removes AP from the target in normal form, and steals HP in Drhellzerker form. If the Enutrof has the Treasures state, they consume it to double the spell's secondary effects.
2013;ENUTROF;Pelle sismique;terre;5;1;1;monocible;167;209;oui;2013;non;Inflicts damage in a straight line in front of the Enutrof. If their Drheller is at the edge of the area, it replicates the damage on its turn.
2014;ENUTROF;Coupures;eau;3;1;1;monocible;105;132;oui;2014;non;Inflicts Water damage on a target, quadrupled if the target is a summons. If the Enutrof kills their target with this spell, the Enutrof gains the Treasures state.
2015;ENUTROF;Filouterie;eau;2;2;5;monocible;55;69;oui;2015;non;Inflicts Water damage and steals 1 MP from the target, or 2 MP if target has more MP than the Enutrof.
2016;ENUTROF;Taxe;eau;4;2;5;monocible;121;152;oui;2016;non;Inflicts Water damage. If the Enutrof has the Treasures state, the state is consumed and inflicts an MP loss on the target.
2017;ENUTROF;Epuration;eau;5;2;2;monocible;212;266;oui;2017;non;Inflicts heavy Water damage. If the Enutrof has the Treasures state, the state is consumed to inflict more damage.
2018;ENUTROF;Fusion;feu;3;1;1;monocible;111;139;oui;2018;non;If the Enutrof is on a Mine, the Mine immediately moves underneath the target and inflicts Fire damage on the target. If the Enutrof also has the Treasures state, they consume the state to immediately summon a new Mine at their position (only if the moved Mine was consumed). In this case, the consumed Mine does not give Treasures to the Enutrof.
2019;ENUTROF;Météore;feu;2;1;1;zone;83;104;oui;2019;non;Inflicts Fire damage on enemies in an area of effect. The Enutrof moves the closest Mine to the targeted cell.
2021;ENUTROF;Braise;feu;3;1;4;zone;83;104;oui;2021;non;Inflicts Fire damage in an area of effect.
2022;ENUTROF;Coulée de lave;feu;5;1;1;zone;167;209;oui;2022;non;Inflicts major Fire damage in an area of effect. If the Enutrof is in Drhellzerker form and the targeted cell is free, the Enutrof teleports.
2026;ENUTROF;Richesse sismique;;3;;;;0;0;oui;2026;non;The Enutrof consumes all of their Mines. Each Mine consumed grants a significant damage bonus to the Enutrof for a period of 2 turns.
2028;ENUTROF;Art des marcheurs;;;;;;0;0;oui;7093;oui;The Enutrof uses their MP instead of their AP to move their Mines.
2032;ENUTROF;Purge;eau;3;3;6;zone;83;104;oui;2032;non;Inflicts Water damage at long range and steals Range from the target. If the Enutrof targets a Mine, the spell's area of effect is increased.
2037;ENUTROF;Coup de grisou;feu;4;1;63;monocible;111;139;oui;2037;non;The Enutrof inflicts major damage around one of their Mines. This spell can be cast anywhere on the battlefield, but it must target a Mine.
2039;ENUTROF;Bénédiction Enutrof;;;;;;0;0;oui;2039;oui;The Enutrof gains 1 Treasures at start of turn, but can only accumulate up to a maximum of 2 instead of 3.
2064;ENUTROF;Force de l'âge;;2;1;1;;0;0;oui;2064;non;Gives a significant MP and Dodge bonus to the Enutrof or an ally for the current turn. If the Enutrof has the Treasures state, they consume the state to grant additional AP.
5059;ENUTROF;Placements boursiers;;;;;;0;0;oui;5059;oui;Purses apply their effects 1 turn after being picked up. They can stack up to 6 levels in this way.
5071;ENUTROF;Cupidité;;;;;;0;0;oui;5071;oui;The Enutrof can no longer pick up Purses by walking on them, but collects them directly with the Excavation spell.
5075;ENUTROF;Phorzertanker;;;;;;0;0;oui;5075;oui;The Enutrof exchanges the offensive bonuses of their Drhellzerker form for defensive bonuses.
5076;ENUTROF;Côté en bourse;;;;;;0;0;oui;5076;oui;Purses summoned by the Enutrof instantly appear as Fat Pouches. However, they can be picked up by enemies.
6324;ENUTROF;Accélération;;2;1;1;;0;0;oui;848;non;Gives 1 MP to the Enutrof or to an ally for two turns. If the Enutrof has the Treasures state, they consume the state to double the bonus.
6326;ENUTROF;Intérêts créditeurs;;;;;;0;0;oui;6326;oui;With this passive, the Enutrof acquires Treasures from the targets they've left broke. In exchange, the Enutrof can't put them in debt as often.
6337;ENUTROF;Maladresse;;1;1;4;;0;0;oui;696;non;Removes MP from the target and steals Lock and Dodge from it, reducing its mobility and increasing the Enutrof's.
8240;ENUTROF;Avarice;;2;1;5;;0;0;oui;8240;non;The Enutrof consumes a Mine at range, allowing them to gain the Treasures state and gain part of the Mine's bonus for 1 turn. If the Enutrof has the Treasures state, they consume the state to gain the Mine's full bonus.
8242;ENUTROF;Corruption;;3;1;1;;0;0;non;8242;non;The Enutrof turns a target transparent (no longer blocks line of sight) for 2 turns. If it is an ally, they are healed. If it is an enemy, they suffer a penalty on damage inflicted, heals performed, and armor given.
8272;ENUTROF;échange asynchrone;;;;;;0;0;oui;4300;oui;The Enutrof copies their distance mastery to melee mastery by switching to Drhellzerker mode. Their elemental spells in Drhellzerker mode lose 2 max Range.
8273;ENUTROF;Marchepied;;;;;;0;0;oui;7596;oui;In Drhellzerker mode, the first dodge of the turn is always 100% guaranteed. In exchange, the Enutrof's Dodge is reduced to 0 at the start of the fight.
8274;ENUTROF;Marchand d'âge;;;;;;0;0;oui;5126;oui;In Drhellzerker mode, the Enutrof's neutral spells are also limited in Range, but they cost 1 MP less.
8275;ENUTROF;La binocle;;;;;;0;0;oui;7330;oui;When the Enutrof is in Drhellzerker mode, Treasures no longer gives them WP at end of turn, but their elemental spells have a Range bonus.
8276;ENUTROF;Assurance tous risques;;;;;;0;0;oui;845;oui;The Enutrof consumes their Treasures at end of turn to gain Armor.
8277;ENUTROF;Protection minérale;;;;;;0;0;oui;2009;oui;If the Enutrof finishes their turn on a Mine, they destroy it to gain elemental resistances for 1 turn. The destroyed Mine cannot be dug up for 1 full turn.
8278;ENUTROF;Optimisation focale;;;;;;0;0;oui;1420;oui;The Excavation spell has greater maximum range, but also greater minimum range, preventing the Enutrof from manipulating their Mines at very short range.
8279;ENUTROF;Tunnelier;;;;;;0;0;oui;7184;oui;The Drheller has less MP, but when it digs up a Mine, it teleports onto it.
8280;ENUTROF;Héritage;;;;;;0;0;oui;727;oui;The Drheller gains AP and MP based on the level of Treasures that the Enutrof has at end of turn. In exchange, the Drheller dies if it ends its turn in melee range of an enemy.
6967;FECA;Fécalistofedes;feu;5;2;3;monocible;176;220;oui;2338;non;Inflicts Fire damage. This costly spell is difficult to wield but compensates for that with its power.
6968;FECA;Météorite;feu;3;1;5;monocible;91;114;oui;2258;non;Inflicts Fire damage. When cast on an ally, applies a Fire shield that triggers a bonus at the end of the bearer's turn.
6969;FECA;Attaque naturelle;feu;3;1;5;monocible;83;104;oui;2288;non;Inflicts Fire damage. If cast on an enemy, steals Dodge from them. The stolen Dodge can then be given to an ally by using the same spell.
6970;FECA;Magma;feu;2;1;4;monocible;60;76;oui;2289;non;Inflicts Fire damage. When cast on an ally, applies a Fire shield that inflicts damage at the end of the bearer's turn.
6971;FECA;Volcan;feu;4;1;4;monocible;121;152;oui;2290;non;Inflicts Fire damage. When cast on an ally, applies a Fire shield that triggers a bonus at the end of the bearer's turn.
6972;FECA;Goutte;eau;2;1;3;monocible;55;69;oui;2282;non;Inflicts Water damage. When cast on an ally, applies a Water shield that reduces the next enemy hindering received.
6973;FECA;Onde;;2;1;4;;0;0;oui;6973;non;Applies a small amount of armor on an ally.
6974;FECA;Avalanche;eau;3;1;5;monocible;76;95;oui;2329;non;Inflicts Water damage. When cast on a target, it teleports them to the center of the nearest glyph. If the center cell is occupied by an obstacle, the two targets switch places.
6975;FECA;Orage;eau;3;1;3;zone;105;132;oui;6975;non;When cast on an ally, this spell inflicts considerable damage all around the ally. When cast on an enemy, the enemy is moved toward the Feca.
6976;FECA;Lame de fond;eau;2;1;3;monocible;60;76;oui;682;non;Inflicts Water damage. When cast on an ally, applies a Water shield that triggers a defensive bonus when receiving an enemy attack.
6977;FECA;Frappe tellurique;terre;4;1;3;monocible;121;152;oui;661;non;Inflicts Earth damage. When cast on an ally, applies an Earth shield that triggers a position swap at the start of the bearer's turn.
6978;FECA;Orbe défensif;terre;3;1;3;monocible;83;104;oui;2372;non;Inflicts Earth damage. When cast on an ally, applies an Earth shield on that ally that triggers a defensive bonus at the start of the Feca's next turn.
6979;FECA;Bastion;terre;2;1;4;monocible;75;94;oui;6979;non;Inflicts Earth damage. When cast on an ally, the Feca suffers 25% of the ally's damage suffered instead of the ally.
6980;FECA;Rempart;terre;3;1;3;monocible;91;114;oui;6980;non;Inflicts Earth damage. When cast on an ally, applies an Earth shield that triggers a defensive bonus at the start of the bearer's turn.
6981;FECA;Bâton;terre;5;1;4;monocible;152;190;oui;2373;non;Inflicts Earth damage. When cast on an ally, applies an Earth shield that triggers an offensive bonus at the start of the bearer's turn.
6982;FECA;Immunité;;2;1;6;;0;0;oui;5243;non;This spell makes an ally completely immune to damage received for one turn.
6983;FECA;Trêve;;1;;;;0;0;oui;665;non;For one turn, all entities in the fight are more resistant, allies and enemies alike. This spell helps buy time when the going gets rough.
6984;FECA;Pacification;;1;1;6;;0;0;oui;2274;non;This spell sets the target's damage inflicted to 30%. This can increase or decrease their offensive ability depending on the situation.
6985;FECA;Provocation;;4;1;1;;0;0;oui;2273;non;The Feca taunts their target. Both of them become stabilized and lose mobility, causing the target to remain in place and attack.
6986;FECA;égide;;2;1;1;;0;0;oui;634;non;This spell significantly increases the targeted ally's defenses. However, it becomes more and more costly based on the number of allies targeted by this spell within the same turn.
6987;FECA;Magnétisme;;2;1;5;;0;0;oui;1824;non;The Feca uses their tools to create a powerful magnetic field that lets them control entities' positions.
6988;FECA;Glyphe augmenté;;;;;;0;0;oui;5244;oui;Glyphs now have a "2-cell circle" size, but cost the Feca 1 additional WP to summon.
6989;FECA;Ligne;;;;;;0;0;oui;6989;oui;Initially, the Range of Fire spells is not variable. This passive removes this constraint but adds a straight-line casting requirement.
6990;FECA;Un pour tous;;;;;;0;0;oui;2269;oui;The Feca protects their allies at the expense of the Feca's own protection. Useful for team game configurations in which the Feca is rarely hit.
6991;FECA;Maître des boucliers;;;;;;0;0;oui;6691;oui;The Feca can apply the effects of their shields instantly. However, they must wait to use them again.
6992;FECA;Qui veut la paix prépare la guerre;;;;;;0;0;oui;2295;oui;Limits the Feca's ability to give their allies Armor, while improving the Feca's damage, thereby adopting a purely offensive role.
6993;FECA;Marché pacifiste;;;;;;0;0;oui;866;oui;Improves the Feca's capability to give Armor while reducing the Feca's likelihood of performing Blocks.
6994;FECA;Connaissance de la carte;;;;;;0;0;oui;5104;oui;This passive makes glyphs much less expensive to use, while restricting the damage they inflict.
6995;FECA;La meilleure défense est l’attaque;;;;;;0;0;oui;5245;oui;This passive rewards the Feca if they attack their targets using classic damage.
6996;FECA;Armure de combat;;;;;;0;0;oui;2374;oui;Transforms the Feca's damage into protection for allies. The Feca receives less Armor for themselves.
6997;FECA;Peau rocheuse;;;;;;0;0;oui;6997;oui;The Feca limits their ability to provide support and decides to set off for the front to take hits.
6998;FECA;Oeil pour oeil;;;;;;0;0;oui;2324;oui;The Feca increases their offensive and protective potential when the situation so requires and their allies are in danger.
6999;FECA;Glyphes persistants;;;;;;0;0;oui;6999;oui;Glyphs now last two turns, but they can no longer be merged. This passive is useful in fixed locations, or when glyph damage is not a priority.
7000;FECA;Berger;;;;;;0;0;oui;7000;oui;The Feca increases the effectiveness of a single shield by concentrating all their attention on it. A true guide needs little guidance to show the way.
7001;FECA;Expérience du terrain;;;;;;0;0;oui;2272;oui;The Feca increases their resistance to attacks received at the expense of their ability to protect allies. Very useful for solo Fecas!
7002;FECA;Boucliers élémentaires;;;;;;0;0;oui;7002;oui;Fire shields help allies inflict more damage. Earth shields increase their mobility. Water shields increase their range. Each bonus cannot be stacked with itself and lasts 1 turn from when the shield is applied.
7003;FECA;Carapace d’épines;;;;;;0;0;oui;685;oui;On each turn, the Feca transforms their favorite form of protection into damage inflicted.
7004;FECA;Compréhension du Wakfu;;;;;;0;0;oui;7004;oui;This passive improves the Armors that a Feca gives to their allies or themselves, but the Feca loses one WP each time they do this.
7005;FECA;Protecteur du troupeau;;;;;;0;0;oui;7005;oui;This passive reinforces the Feca's tank aspect, and rewards them by regenerating HP for successfully filling that role.
5561;HUPPERMAGE;Résonance;;4;1;3;monocible;121;152;oui;5561;non;It's one of Huppermages' unique spells. They extend their hand and a conical shockwave spreads out in front of them. There are additional effects depending on what runes the Huppermage has.
5562;HUPPERMAGE;Flux d'énergie;feu;2;1;4;monocible;65;81;oui;5562;non;It's one of Huppermages' unique spells. It inflicts damage on enemies and can apply a Block penalty on them if the Huppermage has the right rune. Allies can gain Critical Hits.
5563;HUPPERMAGE;Lueur de l'aube;feu;2;1;4;monocible;65;82;oui;5563;non;It's one of Huppermages' unique spells. It creates a minor fireball that is launched at the target, which suffers extra damage in the element of the last rune generated.
5564;HUPPERMAGE;Averse;eau;2;1;5;monocible;55;69;oui;5564;non;It's the "Drip" spell, borrowed from the Feca class. The Huppermage creates a water bubble, raises it, and launches at the target it to heal it if it is an ally or inflict damage on it if it is an enemy.
5565;HUPPERMAGE;Débâcle;eau;2;1;3;monocible;70;88;non;5565;non;It's the "Refinement" spell, borrowed from the Enutrof class. The Huppermage conjures a shovel that falls on the target and inflicts damage on enemies. If the Huppermage has the water rune, the target becomes transparent for 1 turn, no longer blocking line of sight.
5566;HUPPERMAGE;Vestige;eau;2;2;4;zone;70;88;oui;5566;non;It's the "Clock" spell, borrowed from the Xelor class. Huppermages summon a clock over the target, which strikes them with lightning. Enemies in the area of effect lose damage inflicted, while allies gain some.
5567;HUPPERMAGE;Éboulement;terre;2;1;3;monocible;65;82;oui;5567;non;It's the "Rocknoceros" spell, borrowed from the Iop class. In one quick movement, the Huppermage summons stones that fall on the target, inflicting damage on it. The target will also have reduced stats depending on what runes the Huppermage has.
5568;HUPPERMAGE;Feuillure;terre;2;1;1;monocible;60;76;oui;5568;non;This is the "Shovel Shaker" spell, borrowed from the Enutrof class. The Huppermage inflicts damage on enemies in front of them and removes MP from them. They gain a Force of Will bonus for the duration of the spell, based on the number of runes they have.
5569;HUPPERMAGE;Faille;terre;2;1;3;monocible;60;76;oui;6400;non;It's one of Huppermages' unique spells. The spell lets you generate armor for Huppermages while giving armor to an ally or inflicting damage on an enemy.
5570;HUPPERMAGE;Papillons diurnes;air;2;1;4;monocible;65;82;oui;5570;non;It's the "Scaraleaf Wing" spell, borrowed from the Osamodas class. They spread their arms as if to beat their wings, then they bring their hands together and focus this force on their target to steal Air Mastery from it, inflict damage on it, and move it.
5571;HUPPERMAGE;Disque luminescent;feu;2;1;5;monocible;60;76;oui;5571;non;It's one of Huppermages' unique spells. The Huppermage sends a disc flying at the target, inflicting damage on it. If the Huppermage has exactly 3 runes at that time, the target will suffer extra damage from behind for 1 turn.
5572;HUPPERMAGE;Ombres dansantes;air;2;1;4;monocible;60;76;oui;5572;non;It's a technique borrowed from Srams. The Huppermage creates a whirlwind that surrounds the target and teleports it farther away.
5575;HUPPERMAGE;Forteresse solaire;;3;1;2;;0;0;oui;5575;non;The Huppermage protects an ally with the Solar Stronghold. When the bearer of the Stronghold suffers damage, the Huppermage who initiated the Stronghold generates the rune linked to the damage element in exchange for a bit of QB.
5576;HUPPERMAGE;Mur d'énergie;;1;;;;0;0;non;5576;non;To isolate themselves fully, Huppermages can conjure a wall of energy that blocks out spells that require line of sight. Characters can pass through the barrier but lose movement points.
5577;HUPPERMAGE;Principio Valere;;2;0;6;;0;0;oui;5577;non;The movement effect of the Principio Valere spell varies depending on the last rune generated by the Huppermage.
5579;HUPPERMAGE;Dynamo;;;;;;0;0;oui;5579;oui;The Huppermage's Runes are ephemeral and will disappear at end of turn, allowing them to manage their runes differently.
5580;HUPPERMAGE;Initiative de l'âme;;;;;;0;0;oui;5132;oui;The Huppermage gains 2 AP for the current turn if the first spell they cast is Heart of Light.
5581;HUPPERMAGE;Distension élémentaire;feu;;;;;0;0;oui;5347;oui;Elemental spells gain 2 Range when the Heart of the same element is active.
5582;HUPPERMAGE;Liaison Lumineuse;;;;;;0;0;oui;7107;oui;The Huppermage switches places with their Will-o'-the-Wisp when they summon it.
5583;HUPPERMAGE;Universalité;;;;;;0;0;oui;5583;oui;The Huppermage's knowledge allows them to convert their runes into bonuses at the end of the turn, in exchange for some of their Quadramental Breeze.
5584;HUPPERMAGE;Sauvegarde Runique;;;;;;0;0;oui;4300;oui;The Huppermage can save 3 runes onto their Will-o'-the-Wisp, provided they have exactly 1 rune. In return, the Will-o'-the-Wisp spell can only be used once per turn.
5585;HUPPERMAGE;Plénitude;;;;;;0;0;oui;5585;oui;With serene efficiency, you catalyze the power of the elements and release them in the form of energy to create spells with astonishing effects.
5586;HUPPERMAGE;Profusion Runique;;;;;;0;0;oui;5586;oui;At the end of the turn, the Huppermage increases the abilities of their Light spells for the following turn based on the number of runes they have.
5587;HUPPERMAGE;Absorption Quadramentale;;;;;;0;0;oui;7193;oui;The Huppermage gains Force of Will to obstruct their opponents. They generate QB for each reduction (AP, MP, or Range) performed.
5588;HUPPERMAGE;Réfraction élémentaire;;;;;;0;0;oui;5588;oui;The Huppermage sacrifices some of the Heart of Light's power so they can cast it several times on the same turn.
5590;HUPPERMAGE;Orbes luisants;;3;1;4;monocible;63;79;oui;5590;non;It's one of Huppermages' unique spells. They create a Shiny Orb in each hand and then successively launch them at the target, inflicting two lines of damage on enemies and healing allies. The impact zone is extended when the spell is cast on one's own Will-o'-the-Wisp.
5591;HUPPERMAGE;Rayon crépusculaire;;4;1;5;monocible;131;164;oui;5591;non;It's one of Huppermages' unique spells. The Twilight Beam inflicts Light damage flexibly. If the Huppermage has a Fire rune, the damage will depend on their remaining QB gauge.
5592;HUPPERMAGE;Halo Chatoyant;;2;1;4;zone;98;123;oui;5592;non;This is the "Sadist Mark" spell, borrowed from the Eniripsa class. The Huppermage places a mark on their target. If the Huppermage casts the spell again on a marked target, the mark explodes in an area of effect, causing other marks in the AoE to explode. If the Huppermage has an Air rune, the mark placed is immediately triggered. The mark can't be placed on a summons.
5593;HUPPERMAGE;Larmes scintillantes;;3;1;4;monocible;98;123;oui;5593;non;It's the "Sadida's Tear" spell, borrowed from the Sadida class. An enormous tear of light falls onto the target, inflicting damage on it if it is an enemy, and healing it if it is an ally. If the Huppermage has a Water rune, they heal themself at the same time.
5594;HUPPERMAGE;Flèche de lumière;;6;2;5;monocible;317;394;oui;5594;non;It's the "Destructive Arrow" spell, borrowed from the Cra class. The Huppermage brandishes a majestic light arrow, which they loose to strike their target with full force. The spell has additional effects depending on the last rune generated.
5595;HUPPERMAGE;Épée de lumière;;2;1;1;zone;51;63;oui;5595;non;It's a technique borrowed from Iops. The Huppermage gracefully unsheathes their light sword and strikes a blow, inflicting damage in a cone shape in front of them. They steal some of the damage inflicted, depending on the number of runes carried.
5596;HUPPERMAGE;Mirage;air;2;1;3;monocible;60;76;oui;5596;non;It's the "Assault" spell that's been borrowed from the Sacrier class. The Huppermage switches places with the target, inflicting damage on it if it is an enemy. If the Huppermage has an Air rune, this spell's range is modified.
5597;HUPPERMAGE;Faisceau de lune;;4;1;1;monocible;131;164;oui;5597;non;It's one of Huppermages' unique spells. They bring their hands together to project a devastating beam of light. The beam spreads horizontally over Will-o'-the-Wisps.
7754;HUPPERMAGE;Visio Imperum;;2;0;4;;0;0;oui;7754;non;Visio Imperum is a spell that applies different penalties based on the last rune the Huppermage generated.
7755;HUPPERMAGE;Surcharge runique;;2;1;4;;0;0;oui;7755;non;The Huppermage focuses all the power of their elemental runes to heal an ally, in addition to granting the ally bonuses. The runes are consumed.
7797;HUPPERMAGE;Extension des sens;;;;;;0;0;oui;5584;oui;The Huppermage can regenerate QB under the effects of Heart of Light by meeting certain conditions, but the Heart lasts longer.
7798;HUPPERMAGE;Transcendance Runique;;;;;;0;0;oui;5587;oui;The Huppermage doubles their QB regeneration when they have all their runes. Otherwise, their regeneration is halved.
7800;HUPPERMAGE;Combinaison élémentaire;;;;;;0;0;oui;5348;oui;The Huppermage increases the abilities of their Light spells by creating elemental combinations.
7801;HUPPERMAGE;Pulsation;;;;;;0;0;oui;7191;oui;The Will-o'-the-Wisp attracts fighters when placed it repels them when consumed.
7802;HUPPERMAGE;Antithèse;feu;;;;;0;0;oui;5581;oui;The Huppermage regenerates QB when generating Runes. However, elemental spells inflict less damage.
7803;HUPPERMAGE;Essor de l'âme;;;;;;0;0;oui;5454;oui;The Huppermage uses the Heart of Light to gain resistance in other elements.
7804;HUPPERMAGE;Altruisme de l'âme;;;;;;0;0;oui;5455;oui;The Huppermage sacrifices the damage granted by Heart of Light to gain heals performed. This passive also allows them to recover Quadramental Breeze each time they heal an ally.
7805;HUPPERMAGE;Nouveau souffle;;;;;;0;0;oui;5582;oui;The Huppermage has better control of their Will-o'-the-Wisp. However, they can only place one at a time.
7809;HUPPERMAGE;Runification;;1;;;;0;0;oui;7809;non;The Huppermage concentrates the power of their elemental runes to give themself or an ally a significant bonus to damage inflicted or heals performed.
4775;IOP;Fulgur;feu;3;1;3;monocible;83;104;oui;514;non;Inflicts damage on the target and applies the Lost state to it. When the Iop reaches 100 Concentration, the Lost state inflicts extra damage.
4776;IOP;Jugement;feu;1;1;2;monocible;30;38;oui;515;non;Inflicts damage on an enemy and makes them vulnerable to the next Fire damage suffered. If cast on an ally, increases the damage of the ally's next spell.
4777;IOP;Super Iop Punch;feu;4;1;2;monocible;141;176;oui;516;non;This spell inflicts damage. When this spell kills a target, the Iop recovers action points (AP) and Concentration. Concentration is a state that allows the Iop to regenerate Wakfu points (WP) and inflict more damage.
4778;IOP;Épée céleste;feu;2;1;4;monocible;65;82;oui;518;non;Inflicts area-of-effect damage damage is greater on targets at full health.
4779;IOP;Colère de Iop;feu;6;1;1;zone;182;228;oui;519;non;Inflicts damage all around the Iop, applying the Lost state to affected enemies. When the Iop reaches 100 Concentration, the Lost state inflicts extra damage.
4780;IOP;Ébranler;terre;2;1;3;monocible;70;88;oui;492;non;Inflicts damage on the target and applies the Shaken state to it. Armor losses are increased by 30% for 1 turn.
4781;IOP;Roknocerok;terre;4;1;3;monocible;121;152;oui;495;non;Inflicts damage on the target. If the target has Armor, this spell inflicts an extra loss of Armor on it.
4782;IOP;Fendoir;terre;3;1;4;zone;55;69;oui;505;non;This area-of-effect spell is versatile within a cross-shaped area of effect, enemies suffer damage, and allies gain Armor and Block. And for every ally or enemy target hit, the Iop gains Armor.
4783;IOP;Charge;terre;1;1;4;monocible;30;38;oui;507;non;The Iop comes right up to their target before inflicting damage on it. Charge inflicts more damage if cast on the same target several turns in a row.
4784;IOP;Ravage;terre;5;0;2;zone;164;205;oui;508;non;This spell inflicts damage in an area of effect around the Iop. If the spell is cast on a free cell, the Iop teleports onto it before inflicting damage. Based on the number of targets hit, the Iop gains more Concentration.
4785;IOP;Jabs;air;3;1;1;monocible;98;123;oui;509;non;This spell boosts the Iop's Concentration even more. Concentration is a state that allows the Iop to regenerate Wakfu points (WP) and inflict more damage.
4786;IOP;Rafale;air;1;1;3;monocible;32;41;oui;501;non;The spell's target is drawn to the Iop.
4787;IOP;Torgnole;air;2;1;2;monocible;65;82;oui;500;non;This spell boosts the Iop's Concentration even more. Concentration is a state that allows the Iop to regenerate Wakfu points (WP) and inflict more damage.
4788;IOP;Tannée;air;4;1;1;monocible;197;246;oui;513;non;Inflicts a great deal of Air damage. The target then gains an amount of Armor equal to half of the damage suffered. This Armor cannot be increased or decreased by the Armor Given or Armor Received characteristics.
4789;IOP;Épée de Iop;air;3;1;4;zone;83;104;oui;4789;non;In an area of effect, this spell inflicts minor damage on enemies and increases allies' damage.
4790;IOP;Focus;;2;1;3;;0;0;oui;1397;non;The Iop immobilizes the target and reduces the target's resistances, as well as healing and armor received, for 1 turn.
4791;IOP;Vertu;;2;1;1;;0;0;oui;4791;non;The Iop heals themself and allies around them. The healing is also done around the Iop's standard.
4792;IOP;Posture;feu;2;1;1;monocible;83;83;oui;520;non;Applies a stance to the Iop. The type of stance is based on the Iop's last spell used and is triggered when the Iop suffers direct damage.
4793;IOP;Amplification;;2;2;2;;0;0;oui;1398;non;The Iop increases their damage and that of allies around them. This spell also increases the Iop's movement points (MP). The effects are applied around the standard.
4794;IOP;Duel;;1;1;1;;0;0;oui;4794;non;The target turns to face the Iop, and both of them have a reduced chance of blocking.
4795;IOP;Virilité;;;;;;0;0;non;525;oui;The Iop has more health points, but they can no longer use the Jump spell without line of sight (behind obstacles).
4796;IOP;Compulsion;;;;;;0;0;oui;521;oui;The Iop gains a level of Wrath at the start of each turn. However, they lose Wrath at the end of each turn.
4797;IOP;Autorité;;;;;;0;0;oui;523;oui;The Iop gains the ability to attract or repel targets by attacking them from the front or from behind.
4798;IOP;Duelliste;;;;;;0;0;oui;522;oui;If the Iop ends their turn facing an enemy, both of them gain a large amount of resistance for 1 turn.
4799;IOP;Roi de la Colline;;;;;;0;0;oui;1399;oui;The Iop gains a large amount of Lock and Flaming if they end their turn on their standard. However, they lose all their Lock if they don't end it on their standard.
5100;IOP;Bravoure;;;;;;0;0;oui;5100;oui;The Iop gains Armor at end of turn based on their Power level. However, the Iop has to finish near their enemies at end of turn to gain Power.
5101;IOP;Précipitation;;;;;;0;0;oui;5101;oui;The Iop gains 1 MP every time they use one of their spells to move, but they also lose resistances for 1 turn.
5102;IOP;Ralliement;;;;;;0;0;oui;7186;oui;When the Iop summons their standard, nearby targets are drawn to the Iop. The Bravery Standard spell loses 1 Range.
5103;IOP;Mini-Bond;;;;;;0;0;oui;5103;oui;The Jump spell can be used multiple times in a turn and costs less AP. However, its range is reduced, and it costs 1 WP.
5104;IOP;Faille Sismique;;;;;;0;0;oui;5104;oui;Gutting Gust removes Dodge and gives Lock to the target and the Iop.
