Id;Nom;Niveau;PV;Famille;Rang;ResFeu;ResEau;ResTerre;ResAir;gfx
3397;Grorlog;164;8617;Xélots;;270;505;270;505;169303397
3393;Lairdavan;164;11750;Hulors;;253;253;172;378;169203393
4921;Patator;164;5640;Patapoutres;;349;225;349;225;13482454
3395;Orda Gova;162;6398;Xélots;;419;301;301;184;169303395
3392;Poz;162;6398;Hulors;;301;220;383;301;169203392
2015;Roublard Alard Amasse;162;6334;Roublards;;184;301;301;419;120201408
2013;Blar le Roux;162;5288;Roublards;;476;358;358;241;120201409
4920;Patapikot;162;5750;Patapoutres;;370;370;255;255;13482455
5502;Pyramide élémentaire;155;8282;Tal Kasha;;650;650;650;650;109605002
3178;Kamarameçonnage;155;2250;Temple Enutrosor;;200;200;262;162;163603093
5501;Rykaon;155;8282;Tal Kasha;;650;650;650;650;109605001
2607;Gwand Pa Zwombbit Bandé;153;6326;Zwombbits;;171;281;423;281;155202607
5037;Bulbambou;153;6419;Plantalas;;409;409;246;246;1102905037
4779;Blop Tambourrin;153;4930;Blops Musicaux;;219;219;219;219;195604779
3093;Kamarachnide;153;5586;Enutrosor;;294;294;445;144;163603093
5476;Scaravageur;153;7450;Sabléoptères;;500;430;500;430;1111905476
3079;Sramva;153;5307;Srambad;;132;433;283;283;162903079
2577;Tiwallieuw Wabbit;153;5352;Gawdes Wabbits;;157;257;257;357;155602577
3179;Enutrojan;152;2100;Temple Enutrosor;;285;185;225;225;163603092
3078;Apothicaire Macchabrant;151;4572;Srambad;;374;72;223;223;162903078
3092;Enutroffre-Fort;151;7223;Enutrosor;;567;265;416;416;163603092
2578;Chevaliew Wabbit;151;5896;Gawdes Wabbits;;415;264;113;264;155602578
2608;Wo Zwombbit;151;7253;Zwombbits;;348;348;197;499;155202608
2580;Wobot;151;6155;Gawdes Wabbits;;318;167;469;318;155602580
2581;Wobot en Chef;151;12300;Gawdes Wabbits;;356;356;356;356;155602581
3531;Sbire de l'Eminence;150;1200;Gameplay Planque Explorancienne;;290;172;407;290;163403122
3530;Sbire de l'Eminence;150;1200;Gameplay Planque Explorancienne;;290;172;407;290;163403122
3508;Eclaireur de l'Eminence;150;1200;;;290;172;407;290;163403122
3519;Méga Krosmo;150;60000;Temple Inglorium;;380;380;380;380;150403101
3517;Krosmoglob de Sécurité;150;4250;Temple Inglorium;;420;420;420;420;159303071
3516;Krosmoglob de Sécurité;150;4250;Temple Inglorium;;420;420;420;420;159303071
3518;Krosmogolem de Sécurité;150;30000;Temple Inglorium;;380;380;380;380;150403518
3514;Krosmoglob Désynchronisé;150;10000;Temple Inglorium;;420;420;420;420;159303514
3515;Krosmogolem Désynchronisé;150;30000;Temple Inglorium;;0;0;0;0;150403515
4778;Blop Dylan;149;5596;Blops Musicaux;;271;271;271;271;195604778
2604;Wabbit Tados;149;6120;Zwombbits;;304;455;304;154;155202604
5035;Bulbiflore;149;5036;Plantalas;;271;189;271;352;1102905035
5475;Mantueuse;149;7300;Sabléoptères;;363;290;290;363;1111905475
3077;Dresseur Longuelames;149;4429;Srambad;;216;216;366;65;162903077
3091;Chevalancier;149;4668;Enutrosor;;77;378;227;227;163603091
3180;Chevalancier de Troa;149;1950;Temple Enutrosor;;135;235;175;175;163603091
3090;Malozaure;147;5655;Enutrosor;;320;320;170;471;163603090
2606;Ti Wabbit Tados;147;5586;Zwombbits;;435;144;234;234;155202606
5036;Bulbuisson;147;10846;Plantalas;;213;213;295;132;1102905036
3076;Bulldague Nain;147;5362;Srambad;;309;309;158;459;162903076
4777;Blop Flûtiste;147;4279;Blops Musicaux;;462;462;462;462;195604777
5477;Pillheurt;147;5600;Sabléoptères;;270;270;319;340;1111905477
2579;Gawde Wabbit;147;6024;Gawdes Wabbits;;268;419;268;118;155602579
3141;Malowouaire;146;1800;Temple Enutrosor;;175;175;135;235;163603090
3144;Archer d'Ombre;140;1;Ombre;;0;0;0;0;90
3147;Soigneur d'Ombre;140;1;Ombre;;0;0;0;0;70
3145;Motivateur d'Ombre;140;1;Ombre;;0;0;0;0;10
3146;Protecteur d'Ombre;140;1;Ombre;;0;0;0;0;10
3143;Guerrier d'Ombre;140;1;Ombre;;0;0;0;0;80
4886;Abraknyde Ancestral;138;7467;Abraknydes Sombres;;400;150;400;250;104804886
2568;Gwand Pa Wabbit;138;4456;Wabbits;;395;122;267;267;155202568
3050;Hexaku;138;5645;Shushus Fanatiques;;335;445;215;335;127803050
4062;Mamie Lésime;138;5043;Viticultistes;;227;302;227;419;182204062
2552;Vieux Lenald;138;4898;Lenalds;;235;235;235;435;154502552
4222;Phorreur Entraîné;138;4851;Phorreurs;;250;367;250;367;187404222
5474;Cawotte Zombie;138;6310;Légumutants;;456;289;456;289;1111705474
4063;Papy Crate;136;6243;Viticultistes;;287;519;287;412;182204063
2550;Lenald Juniol;136;4154;Lenalds;;364;164;164;164;154502550
5469;Zarmaïs;136;5055;Légumutants;;428;402;267;388;1111705469
2567;Wo Wabbit;136;5960;Wabbits;;412;412;512;269;155202567
2988;Cêpolourpode Ecrasant;134;5737;Noirespores;;374;374;525;223;161102988
4887;Tronknyde Sombre;134;4009;Abraknydes Sombres;;88;188;288;188;104804887
5468;Poirrocculte;134;4855;Légumutants;;301;446;338;446;1111705468
2551;Lenald;134;4868;Lenalds;;325;325;425;225;154502551
4221;Phorreur Domestique;134;5164;Phorreurs;;322;204;322;439;187404221
4064;Serprieuse;134;4802;Viticultistes;;201;327;201;422;182204064
3043;Victus;134;4350;Shushus Fanatiques;;165;380;270;270;127803043
2566;Wabbit;134;4575;Wabbits;;275;275;460;125;155202566
2553;Glonald;132;5456;Lenalds;;330;555;330;330;154502553
4888;Abraknyde Sombre;132;4298;Abraknydes Sombres;;331;231;231;131;104804888
5470;Mégalo-Gnon;132;3480;Légumutants;;268;365;293;365;1111705470
2565;Ti Wabbit;132;4150;Wabbits;;140;235;475;235;155202565
3051;Tsubo;132;3725;Shushus Fanatiques;;320;200;80;200;127803051
4223;Bébé Phorreur;132;3608;Phorreurs;;353;235;118;235;102200145
2973;Haploïde Sporulateur;131;4535;Noirespores;;134;436;285;285;161102973
2347;Traqueur du Nord;129;4222;Chafers du Nord;;228;111;346;228;150002347
2974;Amionite Bicéphaloïde;128;4298;Noirespores;;278;278;127;429;161102974
2561;Black Wo Wabbit;128;4450;Ecosystème Black Wabbit;;280;470;125;280;154802561
5544;Fan le Radi;128;4000;Légumutants;;349;349;349;349;1111705544
5543;Kaviar l'Aubergine;128;4000;Légumutants;;355;355;550;180;1111705543
2562;Black Gwand Pa Wabbit;125;3880;Ecosystème Black Wabbit;;270;270;445;120;154802562
2975;Coulemellanche Sauteur;125;4071;Noirespores;;422;120;271;271;161102975
4889;Léviathon;125;30000;Pichons;;278;393;278;326;177804172
2342;Crarte d'Or;123;3920;Craqueleurs Polaires;;441;441;559;324;149702342
4717;Chef Flaqueux;123;3630;Flaqueux;;210;210;92;327;122602278
2971;Cactoblong;123;3925;Cacterres;;266;266;417;115;160802971
4724;Sergent Poiscaille;123;4560;Pichons;;338;338;381;296;131501553
4229;Gros Smare;123;4300;Smares;;425;261;425;261;187704229
2560;Black Wabbit;122;3550;Ecosystème Black Wabbit;;115;245;245;425;154802560
2970;Pampactus;121;3026;Cacterres;;161;312;161;11;160802970
2559;Black Ti Wabbit;120;2820;Ecosystème Black Wabbit;;350;40;195;195;154802559
2353;Mékazerker;120;3110;Mékas;;210;210;405;60;150402353
2969;Cactiflore;119;3920;Cacterres;;442;140;291;291;160802969
2341;Craktite;119;2680;Craqueleurs Polaires;;327;445;210;327;149702341
4725;Don Rascaillès;119;2978;Pichons;;267;224;224;182;131501555
4719;Mama Flaqueuse;119;2978;Flaqueux;;177;295;177;60;122602280
2344;Brute du Nord;119;3120;Chafers du Nord;;87;322;205;205;150002344
2345;Garde du Nord;119;4160;Chafers du Nord;;404;287;287;169;150002345
3008;Ocushus;119;4050;Shushus Tourmentés;;425;305;305;205;127802787
2340;Crakeurn Polaire;119;3078;Craqueleurs Polaires;;228;463;335;335;149702340
4230;Smare Couatique;119;3120;Smares;;350;232;232;114;187704230
4723;Zespadon;119;3440;Pichons;;205;290;247;247;131501554
4726;Bernardo dé la Carpett;117;3248;Pichons;;243;200;243;285;131501556
2339;Crakmite;117;2558;Craqueleurs Polaires;;176;441;293;293;149702339
2352;Mékanistro;117;2635;Mékas;;155;340;155;30;150402352
2968;Tartanque;117;3120;Cacterres;;205;54;356;205;160802968
2346;Archer du Nord;117;2680;Chafers du Nord;;177;177;60;295;150002346
4718;Guerrier Flaqueux;117;3789;Flaqueux;;207;324;442;324;122602279
3007;Musclaure;117;2950;Shushus Tourmentés;;140;265;40;140;127802792
3009;Shusharde;117;3350;Shushus Tourmentés;;120;230;230;345;127802785
4228;Smarmot;117;2680;Smares;;70;150;150;230;187704228
2967;Scorpique;115;2978;Cacterres;;49;351;200;200;160802967
2351;Mékarbac;114;2480;Mékas;;100;245;245;405;150402351
4716;Ti' Flaqueux;113;1000;Flaqueux;;100;100;100;100;122602281
2350;Mékabra;110;2720;Mékas;;415;80;250;250;150402350
2084;Grand Craqueleur Chuchoté;108;3480;Chuchoteurs;;308;308;308;308;145102084
2367;Mulmouth Enragé;108;2015;Mulmouth;;155;155;330;10;151002367
2074;Chuchoteurs Fantassins;108;2288;Chuchoteurs;;174;174;292;57;145102074
2361;Glagla Froidacier;108;2517;Glaglas;;9;127;127;245;150702361
1169;Malocac;105;2345;Magik Riktus;;275;158;158;40;120501169
1166;Maluss;105;1727;Magik Riktus;;-7;228;111;111;120501166
1168;Malobouc;105;3838;Magik Riktus;;58;15;100;58;120501168
1167;Malopo;105;2111;Magik Riktus;;135;135;17;252;120501167
2465;Bilbyboy Framboise;104;1776;Bilbyboys;;188;306;71;188;10
1339;Gelée Framboise;104;2350;Gelées;;169;287;52;169;126001339
2366;Mulmoune;104;1920;Mulmouth;;350;50;200;200;151002366
2360;Glagla;104;2301;Glaglas;;165;246;83;165;150702360
2365;Cormoune;104;1730;Mulmouth;;50;185;185;375;151002365
2362;Glagla Cornegivre;104;2761;Glaglas;;246;129;364;246;150702362
2468;Bilbygirl Citron;104;2301;Bilbyboys;;94;212;212;330;11
1358;Gelée Citron;104;2647;Gelées;;5;122;122;240;126001358
2466;Bilbygirl Menthe;104;1922;Bilbyboys;;196;196;313;78;11
1340;Gelée Menthe;104;3176;Gelées;;169;169;287;52;126001340
2076;Chuchoteur Porte-Etendard;104;1620;Chuchoteurs;;38;163;38;163;145102076
2467;Bilbyboy Fraise;104;2078;Bilbyboys;;320;85;203;203;10
1341;Gelée Fraise;104;2305;Gelées;;240;5;122;122;126001341
2078;Craqueleur Chuchoté;104;2301;Chuchoteurs;;255;255;255;255;145102078
2359;Glaglawi;102;1772;Glaglas;;219;137;137;55;150702359
2364;Corbamouth;102;1350;Mulmouth;;90;240;-45;90;151002364
2075;Chuchoteurs Arbalétriers;102;1864;Chuchoteurs;;235;118;0;0;145102075
2083;Craqueboule Chuchoté;102;2185;Chuchoteurs;;208;208;208;208;145102083
2088;Le Sussoteur;100;2500;Extra Chuchoteurs;;0;0;0;0;145102088
1750;Chafalfer l'Optimiste;95;12151;Chafers;;273;273;390;155;104701750
4911;Scaramel;95;1640;Scaras;;115;115;260;115;128401431
2461;Requin Moularteau;93;2228;Bilbyplage;;225;343;108;225;152802461
4741;Chafer Elite;93;1729;Chafers;;179;69;179;304;104701364
4882;Chafer Elite de la Mine;93;1729;Chafers de la Mine;;186;186;69;304;104704882
3732;Aplâtissier;93;1618;Croques-Miteux;;289;289;289;289;177103732
1779;Gros Nambourg;93;1335;Moines;;400;400;200;200;138601779
1828;Gouloutony;93;2518;Goules;;225;225;410;105;140501828
4246;Magislek;93;1824;Sleks;;191;191;73;308;140001811
2440;Troolk Hoogan;93;1900;Académie Trool;;202;202;319;84;133501896
4909;Scaraboss;90;1900;Scaras;;215;215;215;400;128401429
1825;Chauffe-Souris Dodue;89;1888;Goules;;20;155;155;320;140501825
4740;Chafer Archer;89;1396;Chafers;;154;36;271;154;104701366
3734;Gargrouilleur;89;1335;Croques-Miteux;;95;95;212;-23;177103734
1827;Goule;89;1355;Goules;;110;110;260;-35;140501827
1777;Raymond Garden;89;1140;Moines;;115;260;115;260;138601777
4881;Chafer Archer de la Mine;89;1396;Chafers de la Mine;;154;36;271;154;104704881
2460;El Moulstacho;89;1706;Bilbyplage;;129;247;59;129;152802460
4250;Tête de Slek;89;300;Sleks;;134;17;205;134;140001820
4247;Long Brick;89;1474;Sleks;;134;17;205;134;140001810
2441;The Undertroolker;89;1348;Académie Trool;;120;210;210;120;133501897
2463;Ver Moulé Vorace;89;1802;Bilbyplage;;306;71;188;188;152802463
2462;Ver Moulé Immature;87;1621;Bilbyplage;;229;-6;111;111;152802462
1829;Chauffe-Souris;87;1255;Goules;;-55;65;65;215;140501829
4742;Chafer Lancier;87;1684;Chafers;;384;266;266;149;104701355
3733;Gore-Gone;87;1213;Croques-Miteux;;118;47;118;118;177103733
4248;Crasslek;87;1801;Sleks;;329;258;258;184;140001809
4883;Chafer Lancier de la Mine;87;1684;Chafers de la Mine;;384;266;266;149;104704883
2442;Rey Mystroolrio;87;1640;Académie Trool;;118;118;118;235;133501898
1778;Grimm Beurguen;87;1190;Moines;;110;110;265;265;138601778
4912;Scarabruni;85;1350;Scaras;;210;120;210;120;128401432
4245;Mini Slek;81;1000;Sleks;;150;150;150;150;140001808
4910;Scarafon;81;1250;Scaras;;100;100;100;100;128401430
5115;Lune;80;100;Mulous;;150;150;150;150;105501456
4249;Oeuf Slek;80;400;Sleks;;50;50;50;50;140001839
4762;Gligli Agressif;78;1119;Gliglis;;22;104;104;185;100700054
4917;Sangsuce Tsu Tsu;78;1132;Booskitos;;104;22;104;185;100600901
5112;Muloune;78;1132;Mulous;;232;151;151;69;105501434
3571;Krocky;78;1121;Kroapules;;146;146;209;84;173803571
5105;Arakne Majeure;78;1019;Araknes;;304;222;304;385;1103805105
4869;Truchemuche;78;1359;Truches;;115;232;232;115;128801447
3708;Araknoméka;75;25000;L'Atelier Abandonné;;100;100;100;100;177003708
3713;Chauffe-Souris;75;30000;L'Atelier Abandonné;;275;275;275;275;140501825
3611;Corbac Chef;75;1166;;;153;153;2;304;106400636
1155;Corbac Chef;75;1166;Corbacs;;153;153;2;304;106400636
3709;Korbot K-200;75;20000;L'Atelier Abandonné;;300;300;300;300;173603696
4915;Gros Boo;74;1204;Booskitos;;58;293;293;58;120001132
1790;Ratgnagna;74;1484;Rats;;100;260;-25;100;102801790
5111;Mulou;74;1987;Mulous;;2;84;166;84;105501433
4761;Glaie;74;1003;Gliglis;;141;223;60;141;100700058
5104;Arakne Poilue;74;1324;Araknes;;505;423;341;341;1103805104
3568;Kroamagnon;74;1204;Kroapules;;223;223;160;286;173803568
5110;Petite Arakne;74;1132;Araknes;;0;0;0;0;103600280
4868;Truchon;74;542;Truches;;436;201;319;319;128801446
3609;Corbic;72;853;;;46;197;-105;46;106400568
1153;Corbic;72;853;Corbacs;;46;197;-105;46;106400568
3573;Korbelle;72;943;Kroapules;;199;74;137;137;173803573
5113;Milimulou;72;849;Mulous;;132;50;214;132;105501435
5106;Arakne Mineure;72;943;Araknes;;337;418;255;337;1103805106
4916;Moskito;72;849;Booskitos;;184;-51;66;66;100601070
4766;Prespic;72;849;Gliglis;;195;114;114;32;123301263
1789;Rat'Os;72;1426;Rats;;100;295;100;295;102801789
4867;Truche;72;1146;Truches;;179;179;297;62;128802291
1787;Ratchitik;70;1284;Rats;;125;290;125;290;107700210
3595;Malocac;70;2000;Landes de Kelba;;50;50;50;50;120501758
3597;Malobouc;70;2000;Landes de Kelba;;50;50;50;50;120501756
3596;Malopo;70;2000;Landes de Kelba;;50;50;50;50;120501760
3711;Porteur de Caisse;70;1;Landes de Kelba;;0;0;0;0;173803568
3712;Porteur de Caisse;70;1;Landes de Kelba;;0;0;0;0;173603712
3612;Corbac;69;778;;;-112;39;39;190;106400562
1152;Corbac;69;778;Corbacs;;-112;39;39;190;106400562
4760;Marcassinet;68;797;Gliglis;;59;-22;59;138;100700052
3614;Malocac;65;800;;;50;50;50;50;120501758
3615;Malobouc;65;800;;;50;50;50;50;120501756
3613;Malopo;65;800;;;50;50;50;50;120501760
3610;Corbacassin;65;731;;;-117;34;34;185;106400565
1784;Corbacassin;65;731;Corbacs;;-117;34;34;185;106400565
5450;Armoire;65;472;Miss Moches;;20;35;60;35;1111105450
5457;Gobgob;65;350;;;120;120;120;120;100501620
5481;Lela;65;1;Miss Moches;;0;0;0;0;1111105445
4750;Père Cwabtor;64;900;Cwabes;;180;140;140;230;132601584
5387;Bouclihash;63;904;Marteaux-Aigris;;265;182;265;182;1110205387
4728;Grokoko;63;634;Kokokos;;68;68;111;25;135501688
4238;Kaskargo;63;904;Molluskys;;284;125;284;125;188104238
4243;Skouale Lancier;63;814;Skouale;;345;55;202;202;135901694
2773;Cybwork;61;1004;Bworks;;68;68;184;31;158402773
4751;Salbatroce;60;590;Cwabes;;130;45;90;90;132901597
4140;Gankr;60;2722;Culte d'Ogrest;;191;191;191;191;178603773
2772;Guerrier Bwork;59;889;Bworks;;60;60;163;27;158402772
4237;Dark Moule;59;658;Molluskys;;122;29;192;122;188104237
4242;Skouale Marteau;59;553;Skouale;;59;206;59;206;188304242
5385;Marthos;59;706;Marteaux-Aigris;;183;105;105;183;1110205385
4729;Kokoko;59;614;Kokokos;;106;149;63;106;135501687
5386;Parrapuits;57;756;Marteaux-Aigris;;66;165;111;66;1110205386
2771;Bomber Bwork;57;765;Bworks;;135;22;49;49;158402771
4239;Kralamour;57;423;Molluskys;;-59;176;97;97;188104239
4241;Skoualinou;57;498;Skouale;;201;83;83;-35;135901692
4730;Tikoko;57;572;Kokokos;;59;101;101;144;135501686
2770;Mineur Bwork;55;799;Bworks;;52;52;142;24;158402770
4749;Cwalbator;55;470;Cwabes;;90;90;45;135;132601585
4319;Gallerie;55;60;Phorreurs;;75;20;100;75;102201284
2764;Chef de Guerre Sauvage;55;911;Bouftous sauvages;;147;25;54;25;158102764
2767;Boufton sauvage;54;677;Bouftous sauvages;;50;50;50;136;158102767
2766;Boufette Chamane;52;635;Bouftous sauvages;;46;127;21;46;158102766
4748;Surimi;51;350;Cwabes;;0;90;90;0;132601583
4033;Clone du Pâti Noir;50;400;La Mâdrâgue;;26;43;4;26;181704022
2765;Bouftou Sauvage;50;795;Bouftous sauvages;;43;43;117;20;158102765
3566;Malocac;49;363;Landes de Kelba;;-25;-25;-25;-25;120501169
4510;Craqueleur Ancestral;48;480;Craqueleurs;;80;49;100;70;129001793
4878;Craqueleur de la Mine Ancestral;48;480;Craqueleurs des Mines;;80;49;100;70;129004878
94;Pissenlit Diabolique;48;320;Plantes des Champs;;128;112;76;144;101600094
1274;Tournesol Eclatant;48;260;Plantes des Champs;;-50;100;100;25;101601274
4757;Moogrr;48;312;Moogrr;;123;80;166;123;121801221
5375;Bataillard des mers;48;407;Équipage du poulpe;;183;183;183;183;1109805375
5381;Défunéraire;48;345;Morts-brûlés;;40;120;80;120;1110005381
3567;Malobouc;46;400;Landes de Kelba;;0;0;0;0;120501168
4650;Agathank;45;305;Tour Minérale : 36-50;;40;120;40;-40;193804650
4843;Plante Contaminée;45;350;Quête Plantes;;0;0;0;0;101601274
1636;Pissdane l'Insipide;45;833;Plantes des Champs;;117;117;161;53;101601636
4649;Emeraldin;45;360;Tour Minérale : 36-50;;40;-40;120;40;193804649
4648;Jadarme;45;247;Tour Minérale : 36-50;;40;40;-40;120;193804648
4252;Prisonnier Slek;45;480;Sleks;;35;35;45;30;140001824
5379;Bwork brûlé;44;554;Morts-brûlés;;100;25;100;25;1110005379
4511;Craqueleur;44;372;Craqueleurs;;48;60;100;80;129001452
4544;Rose Ténébreuse;44;280;Plantes des Champs;;133;90;112;48;101600144
95;Rose Démoniaque;44;280;Plantes des Champs;;133;90;112;48;101600095
5380;Nimbrasier;44;405;Morts-brûlés;;139;66;66;139;1110005380
4879;Craqueleur de la Mine;44;372;Craqueleurs des Mines;;48;60;100;80;129004879
4756;Moogrron;44;405;Moogrr;;109;66;66;23;121801220
5373;Soeur de la côte;44;306;Équipage du poulpe;;98;98;98;98;1109805373
1275;Glouton Epineux;44;360;Plantes des Champs;;98;156;182;144;101601275
3565;Malopo;43;316;Landes de Kelba;;-15;-15;-15;-15;120501167
5374;Flibustier d'Asse;42;287;Équipage du poulpe;;75;75;75;75;1109805374
4512;Craqueboule;42;308;Craqueleurs;;45;50;75;65;129001451
135;Pissenlion;42;387;Plantes des Champs;;104;19;61;61;101600135
4880;Craqueboule de la Mine;42;308;Craqueleurs des Mines;;45;50;75;65;129004880
4755;Moomouche;42;287;Moogrr;;66;66;23;109;100500980
4052;Crokdurr d'attaque;36;120;Mékan-0;;70;70;70;70;177704052
4020;Pâti Impériâl;36;289;La Mâdrâgue;;17;-9;36;17;115600968
4049;Mékan-0;36;250;Mékan-0;;100;100;100;100;177704049
4053;Mékan-0 Momidifé;36;300;Mékan-0;;140;140;140;140;177704053
4051;Garde Momihypnotisé;36;250;Bworkass;;0;-70;130;130;177704051
4050;Sergent Momihypnotisé;36;330;Bworkass;;104;-14;200;220;177704050
1359;Blii Framboise;35;300;Gelées;;103;220;-15;103;126001359
4046;Garde;35;250;Bworkass;;100;-70;130;130;177704046
1360;Blii Citron;35;300;Gelées;;-1;117;117;234;126001360
1362;Blii Menthe;35;300;Gelées;;124;124;241;6;126001362
4055;Momie de sable;35;5;Mékan-0;;0;0;0;0;177704055
1361;Blii Fraise;35;300;Gelées;;227;-8;110;110;126001361
4048;Crokdurr dressé;35;110;Mékan-0;;60;60;60;60;177704048
272;Pioulette;34;177;Pious;;200;200;200;200;101500272
4019;Pâti Bulleur;33;230;La Mâdrâgue;;2;-28;24;2;100500867
4076;Abraknyde;33;174;Abraknes;;0;140;400;260;182804076
4018;Mimi Pâti;31;188;La Mâdrâgue;;-11;-44;15;-11;100500868
1267;Gugu Bleu;30;153;Pious;;200;500;0;300;101500782
88;Piou Bleu;30;153;Pious;;200;500;0;300;101500088
1269;Gugu Vert;30;153;Pious;;300;200;500;0;101500781
90;Piou Vert;30;153;Pious;;300;200;500;0;101500090
1270;Gugu Violet;30;153;Pious;;0;300;200;500;101500783
271;Piou Violet;30;153;Pious;;0;300;200;500;101500271
1268;Gugu Rouge;30;153;Pious;;500;0;300;200;101500780
87;Piou Rouge;30;153;Pious;;500;0;300;200;101500087
3215;Garde Squelette;30;185;Squelettes;;240;0;140;340;165303215
4047;Garde mal réveillé;30;150;Bworkass;;70;-70;90;90;177704047
4078;Arakne Brodeuse;29;155;Abraknes;;260;200;120;380;182804078
4077;Abragland;27;140;Abraknes;;0;400;260;140;182804077
3214;Bouftou Squelette;26;138;Squelettes;;360;-40;240;100;100201533
4079;Arakne;23;90;Abraknes;;340;100;160;240;182804079
3212;Rat Squelette;23;96;Squelettes;;240;0;120;360;102800927
123;Larve Bleue;18;70;Larves;;-100;0;0;0;101400123
3;Chef de Guerre Bouftou;18;150;Bouftous;;0;0;240;120;100200003
125;Larve Verte;18;50;Larves;;0;0;0;-100;101400125
124;Larve Orange;18;70;Larves;;0;-100;0;0;101400124
785;Larve Violette;18;70;Larves;;0;0;-100;0;101400785
704;Ventritofu;18;110;Tofus;;120;0;0;240;100100704
735;Larve Blanche;18;20;Larves;;0;0;0;0;101400735
3774;Grouillard;16;75;Culte d'Ogrest;;5;5;50;20;178603774
3644;Mama Wapin;15;100;Pwak;;200;300;100;100;117402505
41;Boufette;14;64;Bouftous;;0;120;240;0;100200041
5;Tofoune;14;70;Tofus;;0;120;0;240;100100005
1724;Bouftou Ballotin;12;54;Sain Ballotin;;120;0;240;0;100201511
1;Bouftou;12;54;Bouftous;;120;0;240;0;100200001
4212;Bouftou Patraque;12;54;Fin Patraque;;120;0;240;0;100201511
4;Tofu;12;46;Tofus;;0;0;120;240;100100004
3646;Wapin;12;84;Pwak;;180;100;280;180;117402504
1816;Maine Cooyne;10;89;Chachas;;20;20;20;20;117601816
5313;Shusharde;10;104;Shukrute;;190;190;190;190;127802785
3645;Ti Wapin;10;66;Pwak;;240;100;100;40;117402506
2598;Chacha Angora;8;27;Chachas;;0;200;200;0;117602598
6;Bébé Tofu;8;24;Tofus;;60;60;60;240;100100006
2;Boufton Noir;8;21;Bouftous;;60;60;240;60;100200002
5456;Mama Wapin;8;12;Wapins;;0;0;0;0;117402505
39;Boufton Blanc;8;21;Bouftous;;60;60;240;60;100200039
2616;Chacha;6;20;Chachas;;0;0;200;200;108900833
2617;Chacha Blanc;6;20;Chachas;;200;200;0;0;117601209
5455;Wapin;6;10;Wapins;;0;0;0;0;117402504
2819;Larve Nourricière;5;100;Larves;;9;9;0;40;1014002819
4013;Âme Altérée;4;15;Embryâmes;;0;0;0;0;181404013
4014;Bouftou Stasifié;3;18;Embryâmes;;0;0;0;0;181404014
4015;Tofu Corrompu;2;9;Embryâmes;;0;0;0;0;181404015
5315;Capt'chat;1;10000;;;0;0;0;0;119403072
5314;Capt'chat;1;10000;;;0;0;0;0;119403072
5103;Tombe;1;1;Extra Chafers;;0;0;0;0;119401152
5745;Noxine;1;25000;Machines de Nox;;0;0;0;0;189504394
4539;Larme d'Ogrest;1;9999;Ogrest;;0;0;0;0;143604539
5465;Crapaud Mufle;1;1;;;0;0;0;0;104000326
5525;Wapin;1;12;Wapins;;0;0;0;0;117402504
